cmd_id,cuis_selected,preferred,har_manual,X2nd_har,X3rd_har,final,final_cui
1209,"C0872338	  ;C0024109;C0030274;C0038351;C3888384;C0029939",cancer location Lung Pancreas Stomach Colon <insect> Ovary,cancer location Lung,cancer location,,cancer location,"C0872338	  "
1209,"C0872338	  ;C0024109;C0030274;C0038351;C3888384;C0029939",cancer location Lung Pancreas Stomach Colon <insect> Ovary,cancer location Lung,cancer location,,cancer location,C0872338
1209,"C0872338	  ;C0024109;C0030274;C0038351;C3888384;C0029943",cancer location Lung Pancreas Stomach Colon <insect> Ovary,cancer location Ovary,cancer location,,cancer location,"C0872338	  "
1209,"C0872338	  ;C0024109;C0030274;C0038351;C3888384;C0029943",cancer location Lung Pancreas Stomach Colon <insect> Ovary,cancer location Ovary,cancer location,,cancer location,C0872338
1209,"C0872338	  ;C0024109;C0030274;C0038351;C3888384;C0029940",cancer location Lung Pancreas Stomach Colon <insect> Ovary,cancer location Pancreas,cancer location,,cancer location,"C0872338	  "
1209,"C0872338	  ;C0024109;C0030274;C0038351;C3888384;C0029940",cancer location Lung Pancreas Stomach Colon <insect> Ovary,cancer location Pancreas,cancer location,,cancer location,C0872338
1209,"C0872338	  ;C0024109;C0030274;C0038351;C3888384;C0029941",cancer location Lung Pancreas Stomach Colon <insect> Ovary,cancer location Stomach,cancer location,,cancer location,"C0872338	  "
1209,"C0872338	  ;C0024109;C0030274;C0038351;C3888384;C0029941",cancer location Lung Pancreas Stomach Colon <insect> Ovary,cancer location Stomach,cancer location,,cancer location,C0872338
1210,C2826292;C0036525,Related to Cancer Metastatic to,Metastatic Neoplasm,,,Metastatic Neoplasm,C2939420
1211,C0042469;C0279936;C1999216;C0332132,Venezuela tumor necrosis factor therapy Inhibitor Prior diagnosis,tumor necrosis factor therapy,,,tumor necrosis factor therapy,C0279936
1212,C0332157;C0279936;C1999216,Exposure to tumor necrosis factor therapy Inhibitor,tumor necrosis factor therapy,,,tumor necrosis factor therapy,C0279936
1213,C1519815;C4048285,"Upper Limit of Normal C-Reactive Protein, human",C-Reactive Protein,,,C-Reactive Protein,NA
1214,C0004096;C0018684,Asthma Health,Asthma,,,Asthma,C0004096
1215,C0005516;C0205250,Biological Markers High,Biological Marker,,,Biological Marker,NA
1216,C0005516;C0205251,Biological Markers low,Biological Marker,,,Biological Marker,NA
1217,C0014467;C0205250,eosinophil High,Eosinophil,,,Eosinophil,NA
1218,C0014467;C0205251,eosinophil low,Eosinophil,,,Eosinophil,NA
1219,C0205250;C3812270,High Periostin Measurement,Periostin Measurement,,,Periostin Measurement,C3812270
1220,C0205251;C3812270,low Periostin Measurement,Periostin Measurement,,,Periostin Measurement,C3812270
1221,C2746078;C1696465,Linagliptin placebo,Dipeptidyl-Peptidase IV Inhibitors,Antidiabetics,,Antidiabetics,C0935929
1222,C0007222;C0001925,Cardiovascular Diseases Albuminuria,Albuminuria,,,Albuminuria,C0001925
1222,C0007222;C0001925,Cardiovascular Diseases Albuminuria,Cardiovascular Diseases,,,Cardiovascular Diseases,C0007222
1223,C0022658;C0443211,Kidney Diseases Established,Kidney Diseases,,,Kidney Diseases,C0022658
1224,C0025598;C0178602,Metformin Dosage,Metformin,Antidiabetics,,Antidiabetics,C0935929
1225,C0035647;C1565489,Risk Renal Insufficiency,Renal Insufficiency,,,Renal Insufficiency,C1565489
1225,C0035647;C1565489,Risk Renal Insufficiency,Risk,,,Risk,C0035647
1226,C1561643;C0035647,Chronic Kidney Diseases Risk,Chronic Kidney Diseases,Kidney Diseases,,Kidney Diseases,C0022658
1226,C1561643;C0035647,Chronic Kidney Diseases Risk,Risk,,,Risk,C0035647
1227,C0027430;C1442488,Nasal Polyps Baseline,Nasal Polyps,,,Nasal Polyps,C0027430
1228,C0239126;C1527415,corticosteroid use Oral Route of Drug administration,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1229,C0740304;C4086728,copd exacerbation Past Year,Chronic Obstructive Airway Disease,,,Chronic Obstructive Airway Disease,C0024117
1230,C1442488;C0392707,Baseline Atopy,Atopy,,,Atopy,C0392707
1231,C1514463;C0966225,Prior Therapy omalizumab,omalizumab,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,NA
1232,C0027430;C1518422,Nasal Polyps Negation,Nasal Polyps,,,Nasal Polyps,C0027430
1233,C0239126;C0442027,corticosteroid use Oral,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1234,C0442027;C0239126;C1518422,Oral corticosteroid use Negation,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1235,C0936012;C0443225,Analysis Full,NA TO BE DELETED,,,NA TO BE DELETED,NA
1236,C1510829;C1828181,Age-Years Age at diagnosis,Age-Years,,,Age-Years,C1510829
1237,C1518422;C3714541;C1828181;C0239126;C0027430;C0442027;C2599602,Negation Forced Vital Capacity Age at diagnosis corticosteroid use Nasal Polyps Oral pre bronchodilator,Age-Years,,,Age-Years,C1510829
1237,C1518422;C3714541;C1828181;C0239126;C0027430;C0442027;C2599602,Negation Forced Vital Capacity Age at diagnosis corticosteroid use Nasal Polyps Oral pre bronchodilator,Bronchodilator Agents ,,,Bronchodilator Agents ,NA
1237,C1518422;C3714541;C1828181;C0239126;C0027430;C0442027;C2599602,Negation Forced Vital Capacity Age at diagnosis corticosteroid use Nasal Polyps Oral pre bronchodilator,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1237,C1518422;C3714541;C1828181;C0239126;C0027430;C0442027;C2599602,Negation Forced Vital Capacity Age at diagnosis corticosteroid use Nasal Polyps Oral pre bronchodilator,Forced Vital Capacity,,,Forced Vital Capacity,C3714541
1237,C1518422;C3714541;C1828181;C0239126;C0027430;C0442027;C2599602,Negation Forced Vital Capacity Age at diagnosis corticosteroid use Nasal Polyps Oral pre bronchodilator,Nasal Polyps,,,Nasal Polyps,C0027430
1238,C1828181;C1510829,Age at diagnosis Age-Years,Age-Years,,,Age-Years,C1510829
1239,C3714541;C2599602,Forced Vital Capacity pre bronchodilator,Bronchodilator Agents ,,,Bronchodilator Agents ,NA
1239,C3714541;C2599602,Forced Vital Capacity pre bronchodilator,Forced Vital Capacity,,,Forced Vital Capacity,C3714541
1240,C4086268;C0205448,Exacerbation Two,NA TO BE DELETED,,,NA TO BE DELETED,NA
1241,C4086268;C0205449,Exacerbation Three,NA TO BE DELETED,,,NA TO BE DELETED,NA
1242,eitheror;C2599602;C3714541;C0027430;C0239126;C0442027;C1828185,Either one or other pre bronchodilator Forced Vital Capacity Nasal Polyps corticosteroid use Oral Age at diagnosis,Age-Years,,,Age-Years,C1510829
1242,eitheror;C2599602;C3714541;C0027430;C0239126;C0442027;C1828184,Either one or other pre bronchodilator Forced Vital Capacity Nasal Polyps corticosteroid use Oral Age at diagnosis,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1242,eitheror;C2599602;C3714541;C0027430;C0239126;C0442027;C1828182,Either one or other pre bronchodilator Forced Vital Capacity Nasal Polyps corticosteroid use Oral Age at diagnosis,Forced Vital Capacity,,,Forced Vital Capacity,C3714541
1242,eitheror;C2599602;C3714541;C0027430;C0239126;C0442027;C1828183,Either one or other pre bronchodilator Forced Vital Capacity Nasal Polyps corticosteroid use Oral Age at diagnosis,Nasal Polyps,,,Nasal Polyps,C0027430
1242,eitheror;C2599602;C3714541;C0027430;C0239126;C0442027;C1828181,Either one or other pre bronchodilator Forced Vital Capacity Nasal Polyps corticosteroid use Oral Age at diagnosis,pre bronchodilator,Bronchodilator Agents,,Bronchodilator Agents,C0006280
1243,C0360714;C0231200,Hydroxymethylglutaryl-CoA Reductase Inhibitors intolerant,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
1244,C0439092;C0876920,Less Than Median Statistical Measurement,NA TO BE DELETED,,,NA TO BE DELETED,NA
1245,C0876920;C0205172;C0205163,Median Statistical Measurement More Equal,NA TO BE DELETED,,,NA TO BE DELETED,NA
1246,C1442488;C0439810;C1100660;C2946261,Baseline Total Proprotein Convertases Level,Proprotein Convertases,,,Proprotein Convertases,C1100660
1247,C1442488;C1100660;C2946261;C0332296,Baseline Proprotein Convertases Level Free of (attribute),Proprotein Convertases,,,Proprotein Convertases,C1100660
1248,C0332181;C0349790;C4288115,Annual Exacerbation of asthma Total Number,Asthma,,,Asthma,C0004096
1249,C0392707;C1442488,Atopy Baseline,Atopy,,,Atopy,C0392707
1250,C0806481;C1442488,IgE.total Baseline,IgE.total,,,IgE.total,C0806481
1251,C0966225;C1514463,omalizumab Prior Therapy,omalizumab,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,NA
1252,C0340293;C1518422,Anterior myocardial infarction Negation,Anterior myocardial infarction,Myocardial Infarction,,Myocardial Infarction,C0027051
1253,C0449450;C1279919,Presentation Early,NA TO BE DELETED,,,NA TO BE DELETED,NA
1254,C0001645;C1524063,Adrenergic beta-Antagonists Use of,Adrenergic beta-Antagonists,,,Adrenergic beta-Antagonists,C0001645
1255,C0018801;C3898876,Heart failure Hospitalization Due to Heart Failure,Heart failure,,,Heart failure,C0018801
1256,C0011849;C0262926;C1518422,Diabetes Mellitus Medical History Negation,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
1256,C0011849;C0262926;C1518422,Diabetes Mellitus Medical History Negation,Medical History,,,Medical History,C0262926
1257,C0018801;C0015127,Heart failure Etiology aspects,Etiology aspects,,,Etiology aspects,C0015127
1257,C0018801;C0015127,Heart failure Etiology aspects,Heart failure,,,Heart failure,C0018801
1258,C0034656;C0369773,Randomization P Blood group antibodies,P Blood group antibodies,,,P Blood group antibodies,C0369773
1259,C0034656;C0369773;C1518422,Randomization P Blood group antibodies Negation,P Blood group antibodies,,,P Blood group antibodies,C0369773
1260,C0475224;C1518422,Ischemic Negation,Ischemia,,,Ischemia,C0022116
1261,C0003015;C1518422;C0815017,Angiotensin-Converting Enzyme Inhibitors Negation Angiotensin Receptor Antagonists,Angiotensin Receptor Antagonists,,,Angiotensin Receptor Antagonists,C0815017
1261,C0003015;C1518422;C0815017,Angiotensin-Converting Enzyme Inhibitors Negation Angiotensin Receptor Antagonists,Angiotensin-Converting Enzyme Inhibitors,,,Angiotensin-Converting Enzyme Inhibitors,C0003015
1262,C0017853;C0876920,"Hemoglobin, Glycosylated Median Statistical Measurement","Hemoglobin, Glycosylated",,,"Hemoglobin, Glycosylated",C0017853
1263,C0025598;C1518422,Metformin Negation,Metformin,Antidiabetics,,Antidiabetics,C0935929
1264,C0032042;C1706778,Placebos Allocation,placebo,,,placebo,C1696465
1265,C0205314;C0011847,New Diabetes,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
1266,C0332152;C0011847,Before Diabetes,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
1267,C0332152;C0441471;C0007226,Before Event Cardiovascular system,Cardiovascular system,,,Cardiovascular system,C0007226
1268,C0332152;C0441471;C0007226;C1518422,Before Event Cardiovascular system Negation,Cardiovascular system,,,Cardiovascular system,C0007226
1269,C0815017;C0003015,Angiotensin Receptor Antagonists Angiotensin-Converting Enzyme Inhibitors,Angiotensin Receptor Antagonists,,,Angiotensin Receptor Antagonists,C0815017
1269,C0815017;C0003015,Angiotensin Receptor Antagonists Angiotensin-Converting Enzyme Inhibitors,Angiotensin-Converting Enzyme Inhibitors,,,Angiotensin-Converting Enzyme Inhibitors,C0003015
1270,C1272092;C0271650,Impaired fasting glycaemia Impaired glucose tolerance,Impaired fasting glycaemia,,,Impaired fasting glycaemia,C1272092
1270,C1272092;C0271650,Impaired fasting glycaemia Impaired glucose tolerance,Impaired glucose tolerance,,,Impaired glucose tolerance,C0271650
1271,C0666743;C0205156,infliximab Previous,infliximab,Tumor necrosis factor alpha (TNF-?) inhibitors,Immunosuppressive Agents,Immunosuppressive Agents,C0021081
1272,C0666743;C0205156;C1518422,infliximab Previous Negation,infliximab,Tumor necrosis factor alpha (TNF-?) inhibitors,Immunosuppressive Agents,Immunosuppressive Agents,C0021081
1273,C1442488;C1518422;C0239126,Baseline Negation corticosteroid use,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1274,C0024117;C1306673,Chronic Obstructive Airway Disease Stage,Chronic Obstructive Airway Disease,,,Chronic Obstructive Airway Disease,C0024117
1275,C1514463;C1442488,Prior Therapy Baseline,NA TO BE DELETED,,,NA TO BE DELETED,NA
1276,C0239126;C0004482;C0000618;C1442488,corticosteroid use Azathioprine mercaptopurine Baseline,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1276,C0239126;C0004482;C0000618;C1442488,corticosteroid use Azathioprine mercaptopurine Baseline,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
1277,C0239126;C3844738,corticosteroid use No Response - Disease Response,corticosteroid use,Anti-Inflammatory Agents,,Anti-Inflammatory Agents,C0003209
1278,C0450429;C0017446,Location Geographic Locations,Geographic Locations,,,Geographic Locations,C0017446
1279,C0543467;C0521362;C0009324,Operative Surgical Procedures gastrointestinal Ulcerative Colitis,gastrointestinal,,,gastrointestinal,C0521362
1279,C0543467;C0521362;C0009324,Operative Surgical Procedures gastrointestinal Ulcerative Colitis,Operative Surgical Procedures,,,Operative Surgical Procedures,C0543467
1279,C0543467;C0521362;C0009324,Operative Surgical Procedures gastrointestinal Ulcerative Colitis,Ulcerative Colitis,,,Ulcerative Colitis,C0009324
1280,C1442488;C0004482;C0000618,Baseline Azathioprine mercaptopurine,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
1281,C1442488;C0457451,Baseline Severity score,NA TO BE DELETED,,,NA TO BE DELETED,NA
1282,C1442488;C1519386,Baseline Smoking Status,Smoking Status,,,Smoking Status,C1519386
1283,C2926735;C0009324,Duration Ulcerative Colitis,Ulcerative Colitis,,,Ulcerative Colitis,C0009324
1284,C2987624;C0332152,Segmentectomy Before,Segmentectomy,,,Segmentectomy,C2987624
1285,C0039798;C1442488,therapeutic aspects Baseline,NA TO BE DELETED,,,NA TO BE DELETED,NA
1286,C0205156;C0439234;C4086268,Previous year Exacerbation,NA TO BE DELETED,,,NA TO BE DELETED,NA
1287,C1442488;C0087111,Baseline Therapeutic procedure,NA TO BE DELETED,,,NA TO BE DELETED,NA
1288,C1510829;C0001779,Age-Years Age,Age-Years,,,Age-Years,C1510829
1289,C3826977;C1442488,Modified Medical Research Council Dyspnea Scale Questionnaire Baseline,Modified Medical Research Council Dyspnea Scale Questionnaire,,,Modified Medical Research Council Dyspnea Scale Questionnaire,C3826977
1290,LABA,long-acting beta agonist ,long-acting beta agonist ,,,long-acting beta agonist ,LABA 
1291,C1882327;C2599594;C0429706,Percent of Predicted Value post bronchodilator Forced expiratory volume in 1 second finding,Bronchodilator Agents,,,Bronchodilator Agents,C0006280
1291,C1882327;C2599594;C0429706,Percent of Predicted Value post bronchodilator Forced expiratory volume in 1 second finding,Forced expiratory volume in 1 second finding,Forced expiratory volume function,,Forced expiratory volume function,C0016529
1292,C2599594;C0429706,post bronchodilator Forced expiratory volume in 1 second finding,Bronchodilator Agents,,,Bronchodilator Agents,C0006280
1292,C2599594;C0429706,post bronchodilator Forced expiratory volume in 1 second finding,Forced expiratory volume in 1 second finding,Forced expiratory volume function,,Forced expiratory volume function,C0016529
1293,C2964552;C4284282,Total score COPD Assessment Test Questionnaire,Chronic Obstructive Airway Disease,,,Chronic Obstructive Airway Disease,C0024117
1294,C4086268;C2360800;C4086728,Exacerbation Number of patients Past Year,NA TO BE DELETED,,,NA TO BE DELETED,NA
1295,C0025598;C0086027;C0332196;C1561607;C1705429,"Metformin Analysis, Cohort Exclude Overall User Group",Metformin,Antidiabetics,,Antidiabetics,C0935929
1296,C0086027;C0205225;C1561607,"Analysis, Cohort Primary Overall",NA TO BE DELETED,,,NA TO BE DELETED,NA
1297,C1561643;C0086027;C0025598;C0332196;C1705429,"Chronic Kidney Diseases Analysis, Cohort Metformin Exclude User Group",Chronic Kidney Diseases,Kidney Diseases,,Kidney Diseases,C0022658
1298,C1561643;C0086027;C0175668,"Chronic Kidney Diseases Analysis, Cohort Secondary to",Chronic Kidney Diseases,Kidney Diseases,,Kidney Diseases,C0022658
1299,C0497327;C0449820;C1292730,Dementia Score Condition severity,Dementia,,,Dementia,C0497327
1300,C0011849;C0030705,Diabetes Mellitus Patients,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
1301,C0907402;C2973895,Insulin Glargine Lixisenatide,Insulin,,,Insulin,C0021641
1302,C0034065;C0149871,Pulmonary Embolism Deep Vein Thrombosis,Deep Vein Thrombosis,,,Deep Vein Thrombosis,C0149871
1302,C0034065;C0149871,Pulmonary Embolism Deep Vein Thrombosis,Pulmonary Embolism,,,Pulmonary Embolism,C0034065
1303,C0034656;C0332152;C2711563,Randomization Before Duration of anticoagulant therapy,Anticoagulants,,,Anticoagulants,C0003280
1304,C0035648;C0441471;C0918012,risk factors Event Index,risk factors,,,risk factors,C0035648
1305,C0149871;C0205171,Deep Vein Thrombosis Singular,Deep Vein Thrombosis,,,Deep Vein Thrombosis,C0149871
1306,C0205309;C0398623,Known Thrombophilia,Thrombophilia,,,Thrombophilia,C0398623
1307,C0439792;C0918012;C0441471,Extent Index Event,NA TO BE DELETED,,,NA TO BE DELETED,NA
1308,C0441471;C0918012;C0449450,Event Index Presentation,NA TO BE DELETED,,,NA TO BE DELETED,NA
1309,C1518422;C1444748,Negation Triggered by,NA TO BE DELETED,,,NA TO BE DELETED,NA
1310,C1861172;C2945760;C0262926,Venous Thromboembolism Recurrent Medical History,Medical History,,,Medical History,C0262926
1310,C1861172;C2945760;C0262926,Venous Thromboembolism Recurrent Medical History,Thromboembolism,,,Thromboembolism,C0040038
1311,C0002598;C0457083;C1442488,Amiodarone Usage Baseline,Amiodarone,"Antiarrhythmics, class III",CARDIAC THERAPY,CARDIAC THERAPY,NA
