Text,CUIS
both ace inhibitor and arb,C0003015;C4541021;C3888198
rando in na,C0597484;C1272460;C1546968;C1879645;C4049872;C4552882
neither ace inhibitor nor arb,C0003015;C4541021;C3888198
not rando in na,C0597484;C1272460;C1546968;C1879645;C4049872;C4552882
blood pressure medications at randomization no total no,C0849164;C0439175;C0439810
asa $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
[ $nmbr$ cl],C0596019
des,C0011702;C4551552
losartan placebo,C0032042;C1696465;C1706408
no des,C0011702;C4551552
losartan lisinopril,C0126174;C0065374
carotid revascularization,C0741968;C0581603
[ $nmbr$ $nmbr$ $nmbr$ $nmbr$ ],
all ischemic stroke,C0948008
albuminuria $nmbr$ gram gram cr,C0201975;C3539604;C3711669;C4084730;C4553336;C4553337
ischemic stroke with hemnrrhnaic cnnversinn,C0948008
previously on acei arb,C3888198
ischemic stroke without hemorrhagic conversior,C0948008
age $nmbr$ years old,C1510829;C0580836
table $nmbr$ baseline characteristics of randomized participants using insulin $nmbr$ iu day at baseline,C4684572;C0034656;C3815594;C1524063;C0021641;C0439465;C1533581;C1579433;C3714501
black and other,C0005680;C0027567;C0085756;C0439541
stenting plus medical therapy n $nmbr$,C0038257;C2348535
acr albumin to creatinine ratio dbp diastolic blood pressure fpg fasting plasma glucose sbp systolic blood pressure percentages may not total $nmbr$ due to rounding including american indian or alaskan native native hawaiian or other paci c islander multiple other and unknown data on dosing regimen are missing for $nmbr$ $nmbr$ of individuals some participants had more than one type of atherosclerotic disease at baseline,C0439165;C1549488;C1561533;C0439175;C0439810;C0332490;C0002460;C0238611;C0337920;C1165245;C0439064;C1511726;C3245479;C3714741;C1551393;C1705492;C3272743;C0679646;C0205447;C0457464;C0168634;C1442488
medical therapy only n $nmbr$,C0418981;C0369718;C0441922
canagliflozin $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
blood pressure at target level,C0005823;C1271104;C1272641
duration of diabetes years mean sd,C0449238;C2926735
estimated gfr ml min $nmbr$ $nmbr$ m $nmbr$ ^,C0017654;C0439445;C1424601
insulin dose iu day median,C0549183;C0876920;C2347635;C2348144;C2939193
stage $nmbr$ chronic kidney disease,C1561643;C4553188
insulin therapy n,C0021641;C0039798;C0087111;C1363945;C1533581;C1579433;C3714501
method of identification ofstenosis,C1301921
basal plus bolus,C0205112;C1186706;C1511237;C1705509;C3812160
angiography,C0002978
basal alone,C0205112;C0205171;C0439044;C0679994
duplex ultrasonography,C3825392
bolus alone,C1186706;C1511237;C1705509;C3812160;C0205171;C0439044;C0679994
computed tomographic angiography,C1441526;C0002978;C1880157
other drug therapy n,C0013216;C0013217
magnetic resonance angiography,C0243032
antithrombotic,
medical history and risk factors,C0262926;C1704706;C0035648;C1553898
microvascular disease n,C0443258;C0012634
nephropathy,C0022658
history of heart failure,C0455531
smoking in past yr,C0037369;C0453996;C1881674;C0439234
atherosclerotic vascular disease n,C0004153
angiographic findings,C2607943;C2926606;C3539655
cerebrovascular,C1880018
stenosis as assessed by core laboratory,C0678234;C1261287;C2632116;C0022877;C3244292;C4283904
peripheral,C0205100
stenosis as assessed by investigator,C0678234;C1261287;C2632116;C0035173
dbp mmhg mean sd,C0439475;C2699239
global ischemia,C0205246;C0022116;C4321499;C2348867
total cholesterol mmol l mean sd,C0201950;C2699239;C0543421
bilateral disease j j,C1511113
triglycerides mmol l mean sd,C1532563;C2699239
stent plus medical therapy,C0038257;C0418981
hdl cholesterol mmol l mean sd,C0023822;C2699239;C0392885
medical therapy alone,C0418981;C0205171;C0439044;C0679994
ldl cholesterol mmol l mean sd,C0023824;C2699239;C0202117
no of patients total no,C0030705;C0439175;C0439810
ldl to hdl cholesterol ratio mean sd,C0428621;C1171408
creatinine level,C0428279
egfr $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$ n,C1739039;C0439445;C3811844;C3812682;C0369718;C0441922
u s sites,C0041703;C0205145
acr mg g mean sd,C1300563;C2699239
maximal diameter stenosis,C0678234;C1261287;C2632116
figure $nmbr$ supplement effects of each dose of canagliflozin compared to placebo on hba $nmbr$ c in patient subgroups at $nmbr$ weeks,C1280500;C0178602;C0869039;C1114758;C1707455;C0032042;C1696465;C1706408;C0019016;C1079232;C1825777;C3538758
characteristicsa,
total study population n $nmbr$ $nmbr$,C3258257
varespladib n $nmbr$,C2713485
$nmbr$ predicted arr n $nmbr$,C0681842;C1882327
otherb,
caucasian ethnicity,C0015031;C0243103
western europe and lebanon,C0043129;C0023190
past smoking,C0037369;C0453996;C1881674
present smokerc,C0150312;C0449450
never smoking,C0037369;C0453996;C1881674
body mass index mean sd d,C0005893;C2699239;C0578022;C1305855
alcohol use $nmbr$ drink wk,C0332174;C0439230
prior lipid modifying therapy,C1514463;C0023779
peri or postmenopausal,C0347985;C0232970
unstable angina biomarker negative,C0205160;C1513916;C2825415;C2825491;C3853545
hormone replacement therapy use,C0042153;C0457083;C1947944
index event to randomization median iqr h,C0441471;C4019010
high density lipoprotein mg dl,C0023821;C0439269
pci or cabg surgery for index event,C4049621;C0038894;C0038895;C0543467;C1274039
high sensitivity c reactive protein mg l,C0006560;C0439268;C1413716;C4048285
medications at randomization,C0013227;C0802604;C2598133;C4284232
clopidogrel ticlopidine or prasugrel,C0070166;C0040207;C1620287
blood pressure lowering medication use,C0240320
biochemical parameters at randomization mean,C0449381;C0034656
lipid lowering medication use,C0023779;C0441994;C2003888;C0240320
sd mg dl,C2699239;C0439269
family history of cancera,C0241889
c reactive protein median iqr mg l,C0006560;C0439268;C1413716;C4048285
history of dyspepsia,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
concomitant atorvastatin dose mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
randomized to aspirin use,C0034656;C3815594
varespladib,C2713485
$nmbr$ year predicted risk of,C0035647;C4552904
a primary composite outcome,C0205199;C1274040;C1547335
colorectal cancer,C0009402;C0346629;C1527249;C2984278;C3542412
baseline lipid therapy,C0039798;C0087111;C1363945
non colorectal cancer,C0009402;C0346629;C1527249;C2984278;C3542412
primary indication,C1549995
major gastro intestinal bleeding,C0205082;C0017181;C0205164;C4318856;C4521762
pci postindex event,C0441471;C4019010
total study population,C3258257
diabetes at baseline,C0011847;C0011849
women $nmbr$ years,C0043210;C0439234
hypertension at baseline,C0020538;C1963138
arr $nmbr$ ci,C0008107;C3259781
b myocardial infarction,C0027051;C0428953;C2926063;C3810814;C4552959
annt or bnnh $nmbr$ ci,C0008107;C3259781
$nmbr$ $nmbr$ to $nmbr$ a,
high dose edoxaban n $nmbr$,C0444956;C2975435
$nmbr$ b $nmbr$ b to $nmbr$ a,
low dose edoxaban n $nmbr$,C0445550;C1708745
$nmbr$ $nmbr$ to $nmbr$ b,
asia pacific region and south africa,C0017446;C0205147;C0037712
total adjusted weight of $nmbr$ $nmbr$ for gastrointestinal bleeding,C0005910;C0043100;C1305866;C1705104;C0017181
paroxysmal atrial fibrillation no,C0235480;C4050122
vi $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
qualifying risk factor no,C1514624;C0035648
ff vi $nmbr$ mg $nmbr$ mg n $nmbr$,C0205999;C1319635
prior stroke or transient ischemic attack,C0038454;C4554100;C0007787;C0917805
smoking status n former,C0205156;C0750523
hypertension requiring treatment,C0020538;C1963138;C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
$nmbr$ $nmbr$ no,
total pack years mean sd,C1277691;C2699239
baseline fev $nmbr$ predicted,C0681842;C1882327
dose reduction at randomization no i,C0301630;C0392756;C1293152;C4551656;C0021966;C0221138
post bronchodilator reversibility fev $nmbr$ mean sd,C2599594;C2699239
use of verapamil or quinidine,C1524063;C0042523;C0034414
previous pneumonia,C0205156;C0032285;C1552607
previous use of vitamin k antagonist for $nmbr$ days no,C1524063;C1096489;C2267235;C0439228
i ii fev $nmbr$ $nmbr$ predicted,C0681842;C1882327
medication at time of randomization no,C0013227;C3244316;C4284232
iii fev $nmbr$ $nmbr$,C0439070;C3714541;C1705160
digoxin or digitalis preparation,C0012265;C0304520
iv fev $nmbr$,C0022326;C3714541;C4265176
edoxaban high,C0205250;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
leukocytes $nmbr$ nl,C0027778;C0560008;C3892223
edoxaban low,C0205251;C1550472;C3890211;C4048187;C4321351;C4522223
neutrophils $nmbr$ nl,C0027778;C0560008;C3892223
af type,C0332307;C1547052
monocytes $nmbr$ nl,C0027778;C0560008;C3892223
prior stroke or tza,C0038454;C4554100;C0039298
lymphocytes $nmbr$ il,C0020898;C0021764;C0022271
$nmbr$ p $nmbr$,C0369773;C2603361
hemoglobin mg dl,C0019046;C0439269
cha $nmbr$ s $nmbr$ score,C1420648;C0449820;C4050231
ctn l ng ml,C0917591;C0439275
dose adjusted,C0178602;C0869039;C1114758;C0456081
angiographic data,C1511726;C3245479;C3714741
center level ttr,C0032923;C1421224
pci revascularization,C4049621;C0581603
high dose edoxaban vs warfarin interaction p value,C0444956;C2975435;C0043031;C1709380
odds ratio adj $nmbr$ cl,C0028873;C0596019
low dose edoxaban vs warfarin interaction p value,C0445550;C2975435;C1708745;C0043031;C1709380
baseline hs crp tertiles mg i],C0024671;C0021966;C0221138;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
edoxaban warfarin,C2975435;C0043031
$nmbr$ st $nmbr$ $nmbr$,C0036056;C3272372
congestive heart,C0742742;C0018787
$nmbr$ nd $nmbr$ $nmbr$,
failure,C0231174;C0680095
$nmbr$ rd $nmbr$ $nmbr$,C0694666;C4553350
amiodarone ote at baseline,C0002598;C0168634;C1442488
egfr $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$ n $nmbr$ $nmbr$,C1739039;C0439445;C3811844;C3812682;C0369718;C0441922
ff $nmbr$ ig n $nmbr$,C0021027;C0305052;C0360506
egfr $nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$ n $nmbr$ $nmbr$,C1739039;C0439445;C3811844;C3812682;C0369718;C0441922
ff vi $nmbr$ $nmbr$ ig n $nmbr$,C0205999;C0021027;C0305052;C0360506
egfr $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$ n $nmbr$,C1739039;C0439445;C3811844;C3812682;C0369718;C0441922
never smoked n,C2003901;C0037366;C0439994;C1881674
established atherosclerotic disease,C0333482;C0012634
former smoker n,C0337671
clinical and laboratory measurements,C0205210;C0681902
number of exacerbations in last $nmbr$ months,C0237753;C0449788;C0439231
acr mg mmol,C0567349;C2348885
screening prebronchodilator fev $nmbr$ l,C0220908;C0220909;C1698960;C1710031;C1710032;C1710477;C2348164
acr,C1412134;C1515941
screening predicted fev $nmbr$,C0220908;C3714541;C0220909;C1698960;C1710031;C1710032;C1710477;C2348164
$nmbr$ $nmbr$ to $nmbr$ $nmbr$ mg mmol,C0567349;C2348885
screening reversibility fev $nmbr$,C0220908;C3714541;C0220909;C1698960;C1710031;C1710032;C1710477;C2348164
baseline cv medications,C0013227;C0802604;C2598133;C4284232
screening absolute reversibility fev $nmbr$ ml,C0439526;C1705224;C3887665
b blockers,
baseline acq $nmbr$ score,C0449820;C4050231
baseline anti hyperglycemic medications,C0013227;C0802604;C2598133;C4284232
percentage of patients using ics or ics laba on entry,C0439165;C1549488;C1561533;C1524063;C0815320;C4551720;C1705654
egfr $nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$,C1739039;C0439445;C3811844;C3812682
ics only,C0815320;C4551720
saxagliptin $nmbr$ mg n $nmbr$ $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
ff $nmbr$ gg n $nmbr$ $nmbr$,C0017454;C0018370
saxagliptin $nmbr$ $nmbr$ mg n $nmbr$ $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
ff vi $nmbr$ $nmbr$ gg n $nmbr$ $nmbr$,C0017454;C0018370
saxagliptin $nmbr$ $nmbr$ mg n $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
argentina,C0003761;C1504311
cv death mi ischemic stroke,C0011065;C0948008;C1306577;C4082313;C4552775
philippines,C0031529
japan,C0022341
cv death mi ischemic stroke hospitalization for hf coronary revascularization ua,C0019993;C0877341
baseline fev l,C0168634;C1442488
hospitalization for hf,C0019993;C0018488;C1313497;C1538440;C3273279
f,C0016327
$nmbr$ yr km n,C0439234;C3887676
grouped region,C0017446;C0205147
s,
australasia,C0282279;C1257882
egfr $nmbr$ $nmbr$,C1739039;C3811844;C3812682
cv death ml ischemic stroke hosp for hf cor revasc ua,C0011065;C0948008;C1306577;C4082313;C4552775
hosp for hf,C0018488;C1313497;C1538440;C3273279
values are mean sd median [quartile range] or ace indicates angiotensin converting enzyme arb angiotensin receptor blocker bnp b type natriuretic peptide bp blood pressure bun blood urea nitrogen lvef left ventricular ejection fraction and nt probnp n terminal pro b type natriuretic peptide,C0042295;C0549183;C0876920;C2347635;C2348144;C2939193;C1514721;C2348147;C3542016;C1452534;C4284014;C0005845;C0428772;C0600137;C0754710
primary renal endpoint,C2986535;C0022646
alive n $nmbr$,C2584946;C4551704
primary renal endpoint or death,C2986535;C0022646;C0011065;C1306577;C4082313;C4552775
dead n $nmbr$,C0011065
hosp for hypoglycemia,C0020615;C4553659
lvef within $nmbr$ mo,C0428772;C0488728
major hypoglycemia,C0020615;C4553659
total intravenous loop diuretics mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
initiation of insulin,C0589507;C1158830;C1704686
bun mmol l,C1532563
any new anti hyperglycemic rx,C1425688;C1521941;C2709207
no readmission n $nmbr$,C1548168;C4489276
worsened,C1457868;C4084902
readmission n $nmbr$,C1548168;C4489276
no change,C0392747;C0443172;C1705241;C4319952
increase creatinine,C0010294;C1561535
improved,C0184511;C0332272;C1561611;C4084203
increase creatinine $nmbr$ $nmbr$ mg dl,C0010294;C0439269;C1561535
olodaterol $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
no hemoconcentration hemoconcentration,C0549409;C0854379
tiotropium $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
participants no,C0679646
tiotropium $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
gi bleed,C1708130;C0019080;C3539617;C4050121
tiotropium olodaterol $nmbr$ $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
no gi bleed,C1708130;C0019080;C3539617;C4050121
tiotropium olodaterol $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
participants randomized,C0679646;C0034656;C3815594
participants n,C0679646
no a,
$nmbr$ $nmbr$ i $nmbr$,C0021966;C0221138
black non black,C0005680;C0027567;C0085756;C0439541
$nmbr$ i $nmbr$ $nmbr$,C0021966;C0221138
hispanic non hispanic,C0086409;C1518422
$nmbr$ $nmbr$ i i,C0021966;C0221138
women taking estrogen,C0014939;C2936882;C4542544
$nmbr$ i $nmbr$ $nmbr$ $nmbr$,C0021966;C0221138
hdl mean sd mg dl,C0444504;C0439269;C2347634;C2348143
$nmbr$ i $nmbr$ $nmbr$ i $nmbr$,C0021966;C0221138
diabetes classificationa,C0011847;C0011849
$nmbr$ ii $nmbr$ $nmbr$,C1710602;C4082587
nondiabetes,
pre bronchodilator screening fev $nmbr$ ml,C0439526;C1705224;C3887665
mean sd mg kg $nmbr$,C0444504;C0439272;C2347634;C2348143
i $nmbr$ $nmbr$,C0021966;C0221138
yes no,C1512698
i $nmbr$ i $nmbr$ $nmbr$,C0021966;C0221138
history mi or stroke,C0019664;C3810814;C0019665;C0262512;C0262926;C1705255;C2004062;C0038454;C4554100
ii $nmbr$ $nmbr$,C1710602;C4082587
history coronary,C0019664;C0018787;C0019665;C0262512;C0262926;C1705255;C2004062
post bronchodilator screening fev $nmbr$ ml,C0439526;C1705224;C3887665
other atherosclerotic,C0333482
i $nmbr$ $nmbr$ ii,C1710602;C4082587
lvh by minnesota code,C0149721;C0009219;C0805701;C3889831
i $nmbr$ $nmbr$ i,C0021966;C0221138
unadjusted hr $nmbr$ ci a,C0008107;C3259781
change from pre to,C0392747;C0443172;C1705241;C4319952
lisinopril vs chlorthalidone,C0065374;C0008294
i $nmbr$ i $nmbr$,C0021966;C0221138
lisinopril vs amlodipineb,C0065374
i $nmbr$ i i $nmbr$,C0021966;C0221138
aspirin at baseline,C0004057;C0168634;C1442488
post bronchodilator fev $nmbr$ ml,C0439526;C1705224;C3887665
no aspirin at baseline,C0004057;C0168634;C1442488
$nmbr$ $nmbr$ ii $nmbr$,C1710602;C4082587
$nmbr$ i ii $nmbr$,C1710602;C4082587
asthma population n $nmbr$,C0004096;C0032659;C1257890;C2984299
fev $nmbr$ pred,C0032952;C0044955
copd population n $nmbr$,C0024117;C0032659;C1257890;C1412502;C3714496
$nmbr$ fevi ^ $nmbr$ pred,C0032952;C0044955
duration of disease years,C0872146;C0439234
i $nmbr$ i,C0021966;C0221138
self reported disease severity $nmbr$ $nmbr$ scale,C0175659;C0349674;C1947916
$nmbr$ fevi $nmbr$,C0849974;C1561566;C4528367
current inhaler,C0021461;C1881212;C4319647
$nmbr$ fev $nmbr$,C3714541
diskus only n,C1553480;C0369718;C0441922
ii $nmbr$ ii $nmbr$,C1710602;C4082587
handihaler and diskus n,C1553480
baseline pulmonary medication,C0013227;C3244316;C4284232
handihaler only n,C0369718;C0441922
sama $nmbr$,C1075468
mdi hfa n,C0993596;C0015458;C1839839;C4049613
i $nmbr$ i i $nmbr$ $nmbr$,C0021966;C0221138
dpi other than diskus n,C1553480
i $nmbr$ i $nmbr$ i,C0021966;C0221138
qva $nmbr$ $nmbr$ pg once daily n $nmbr$,C0030827;C0072225;C1266240;C0332173
lama,C0999593;C1416775
sfc $nmbr$ $nmbr$ pg twice daily n $nmbr$,C0030827;C0585361;C0072225;C1266240
saba,
ics users at baseline,C1706077;C0168634;C1442488
xanthines $nmbr$,C0043318;C3541955
smoking history r,C0205090;C0684010;C2603358
baseline cardiovascular medication,C0168634;C0007220;C1442488
ex smokers,C0337671;C4555205
i $nmbr$ $nmbr$ $nmbr$,C0021966;C0221138
estimated number of pack years,C0237753;C0449788
ii $nmbr$ i $nmbr$ $nmbr$,C0021966;C0221138
copd exacerbation history in the previous year n,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
treatment comparison,C0039798;C1707455;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
pre bronchodilator fev l,C2599602;C3714541
ics usage,C0815320;C0457083;C4551720
post bronchodilator fev l,C2599594;C3714541
adjusted mean se $nmbr$ ci,C0008107;C3259781
pre bronchodilator fev predicted,C2599602;C3714541;C0681842;C1882327
fevi auc $nmbr$ $nmbr$ l,C0429706;C0376690;C0849974;C1561566;C4528367
post bronchodilator fev predicted,C2599594;C3714541;C0681842;C1882327
common study baseline,C0168634;C1442488
